17262,0.24147428422159112,-1.0556995068240125,ax02,bx02,-7.7214411667946425
4554,0.10051707170557876,1.2955174458337284,ax01,bx01,-20.770956632825076
19003,0.12530837081681856,-0.37078774905423073,ax02,bx02,-6.000881506785777
15196,0.8112191149808337,-0.3550819305486099,ax02,bx02,0.3899533765565255
9502,0.0919505521590246,-0.6174266071395768,ax02,bx01,-3.9802466250882036
19474,-0.11787064759978083,0.6238653118217099,ax02,bx02,5.016727463800235
3302,-0.4787028009480313,-0.22541491594970897,ax01,bx01,3.7519367352243753
11529,-0.012568233321424427,0.6128445291658935,ax01,bx02,30.278346073204702
16197,0.29961985448702166,-0.4570310125198548,ax02,bx02,-35.705053861100566
19710,0.03385831765171865,0.8426745068240074,ax02,bx02,15.545556636113083
12354,0.1943213675603095,-0.572107890087482,ax01,bx02,-33.327343350823114
8122,0.46105974898299296,-0.6101714760168783,ax02,bx01,3.6019083787146724
640,-0.29774536338649155,-0.20006150389643856,ax01,bx01,1.1973482364763108
6092,0.06519160224744172,-0.38465389194738503,ax02,bx01,-1.5133615069273394
9147,-0.2289815656432261,0.6589972705574931,ax02,bx01,-4.522804951594237
15927,0.7640501123344947,0.06052474477097047,ax02,bx02,-4.164519740963884
9853,-0.034321355638228634,-1.0857293377210644,ax02,bx01,-13.88879950592452
5673,0.5729000966967237,-0.6048170234111765,ax02,bx01,9.581450875537628
11246,-0.7230912713245776,1.0955362656553644,ax01,bx02,8.921982794196936
4158,-0.27298679807128373,0.015217038265066193,ax01,bx01,-1.1962326948021447
5794,0.5278039215274204,0.7070822494013809,ax02,bx01,18.642746895528397
11435,-0.08749173658673515,0.7730844470300999,ax01,bx02,35.45139501075312
13589,0.9108501565099072,-0.14354854408241113,ax01,bx02,-10.915427795884593
4023,-0.9881931484967852,-0.30948714363322893,ax01,bx01,2.088923490870729
17398,-0.30915677073252024,0.47668487300910534,ax02,bx02,18.942829154254543
7606,-0.033983487450379185,-0.9060912454860783,ax02,bx01,-9.295346073493205
18740,-0.4447228718821008,0.4369964883704276,ax02,bx02,-3.0670792782211427
7461,-0.40373433450917384,-0.519419087628738,ax02,bx01,-6.68274431880897
8502,0.22198797065268056,0.04487168436110672,ax02,bx01,-2.0299727804884142
6058,-0.8729967653385795,-0.7072570730151782,ax02,bx01,-27.02709176463765
6852,0.7128742985571621,0.6497708317539344,ax02,bx01,19.215796321974878
3588,0.0043583738333231176,-0.1751291995545345,ax01,bx01,1.662499538564305
8900,-0.06024206970141949,-0.08344919231903414,ax02,bx01,1.5513546429378229
10914,-0.8537951834004501,0.4105054383596207,ax01,bx02,-3.5486092984808035
15205,-0.12918534825751116,0.5189917624056537,ax02,bx02,-32.39922865739158
